route_id,origin,destination,cargo_type,containers,recommended_ship,imo_number,speed,latitude,longitude,departure_port,arrival_port,origin_country,destination_country
410,Santos,Hamburg,Liquid Cargo,75,Blue Horizon,9300013,12.2,-23.9608,-46.3336,Santos,Hamburg,Brazil,Germany
411,Santos,Sydney,Container,30,Pacific Pearl,9300016,14.0,-23.9608,-46.3336,Santos,Sydney,Brazil,Australia
412,Tokyo,Durban,Bulk Cargo,30,Global Trader,9300016,18.5,35.6762,139.6503,Tokyo,Durban,Japan,South Africa
413,Jebel Ali,Antwerp,Container,30,Cargo Express,9300021,14.2,25.0657,55.1713,Jebel Ali,Antwerp,UAE,Belgium
414,Kolkata,Santos,General Cargo,75,Cargo Express,9300022,14.4,22.5726,88.3639,Kolkata,Santos,India,Brazil
415,Antwerp,Singapore,General Cargo,5,Sea Voyager,9300017,24.3,51.2194,4.4025,Antwerp,Singapore,Belgium,Singapore
416,Sydney,Kolkata,General Cargo,15,Global Trader,9300020,12.9,-33.8688,151.2093,Sydney,Kolkata,Australia,India
417,Rotterdam,Valencia,Liquid Cargo,100,Cargo Express,9300025,16.9,51.9244,4.4777,Rotterdam,Valencia,Netherlands,Spain
418,Jebel Ali,Antwerp,Refrigerated Cargo,75,Ocean Star,9300019,12.1,25.0657,55.1713,Jebel Ali,Antwerp,UAE,Belgium
419,Shanghai,Singapore,Bulk Cargo,75,Neptune Star,9300028,21.4,31.2304,121.4737,Shanghai,Singapore,China,Singapore
420,Shanghai,Valencia,General Cargo,15,Maritime Eagle,9300017,22.5,31.2304,121.4737,Shanghai,Valencia,China,Spain
421,Chennai,Valencia,Liquid Cargo,100,Blue Horizon,9300014,15.1,13.0827,80.2707,Chennai,Valencia,India,Spain
422,Los Angeles,Tokyo,Bulk Cargo,10,Pacific Pearl,9300017,22.3,33.7405,-118.2755,Los Angeles,Tokyo,USA,Japan
423,Tokyo,Jebel Ali,Bulk Cargo,20,Golden Wave,9300023,15.2,35.6762,139.6503,Tokyo,Jebel Ali,Japan,UAE
424,Mumbai,Singapore,Liquid Cargo,40,Sea Voyager,9300016,17.3,19.076,72.8777,Mumbai,Singapore,India,Singapore
425,Jebel Ali,Singapore,Refrigerated Cargo,10,Ocean Star,9300016,21.1,25.0657,55.1713,Jebel Ali,Singapore,UAE,Singapore
426,Sydney,Busan,Liquid Cargo,10,Golden Wave,9300026,24.7,-33.8688,151.2093,Sydney,Busan,Australia,South Korea
427,Singapore,Los Angeles,Refrigerated Cargo,100,Global Trader,9300021,23.7,1.3521,103.8198,Singapore,Los Angeles,Singapore,USA
428,Los Angeles,Singapore,Liquid Cargo,25,Sea Voyager,9300020,20.9,33.7405,-118.2755,Los Angeles,Singapore,USA,Singapore
429,Santos,Singapore,General Cargo,30,Blue Horizon,9300022,24.1,-23.9608,-46.3336,Santos,Singapore,Brazil,Singapore
430,Rotterdam,Durban,General Cargo,40,Blue Horizon,9300013,21.8,51.9244,4.4777,Rotterdam,Durban,Netherlands,South Africa
431,New York,Dubai,Liquid Cargo,40,Golden Wave,9300021,15.1,40.7128,-74.006,New York,Dubai,USA,UAE
432,Busan,Sydney,Liquid Cargo,10,Blue Horizon,9300015,22.3,35.1796,129.0756,Busan,Sydney,South Korea,Australia
433,Hong Kong,Singapore,Bulk Cargo,10,Sea Voyager,9300015,17.7,22.3193,114.1694,Hong Kong,Singapore,Hong Kong,Singapore
434,Durban,Tokyo,Refrigerated Cargo,25,Atlantic Spirit,9300020,12.4,-29.8587,31.0218,Durban,Tokyo,South Africa,Japan
435,Jebel Ali,Hamburg,Refrigerated Cargo,40,Atlantic Spirit,9300021,19.2,25.0657,55.1713,Jebel Ali,Hamburg,UAE,Germany
436,Dubai,Durban,Bulk Cargo,100,Maritime Eagle,9300023,13.1,25.2048,55.2708,Dubai,Durban,UAE,South Africa
437,Hamburg,Mumbai,Container,40,Sea Voyager,9300019,15.5,53.5511,9.9937,Hamburg,Mumbai,Germany,India
438,Tokyo,Busan,Bulk Cargo,5,Atlantic Spirit,9300024,13.4,35.6762,139.6503,Tokyo,Busan,Japan,South Korea
439,Colombo,Hong Kong,Container,10,Pacific Pearl,9300024,13.3,6.9271,79.8612,Colombo,Hong Kong,Sri Lanka,Hong Kong
440,Sydney,Jebel Ali,General Cargo,40,Neptune Star,9300019,19.2,-33.8688,151.2093,Sydney,Jebel Ali,Australia,UAE
441,Shanghai,Chennai,Liquid Cargo,100,Atlantic Spirit,9300017,19.2,31.2304,121.4737,Shanghai,Chennai,China,India
442,Busan,Sydney,General Cargo,40,Ocean Star,9300013,15.8,35.1796,129.0756,Busan,Sydney,South Korea,Australia
443,Valencia,Hamburg,Container,40,Golden Wave,9300023,18.8,39.4699,-0.3763,Valencia,Hamburg,Spain,Germany
444,Kolkata,New York,General Cargo,15,Pacific Pearl,9300019,15.5,22.5726,88.3639,Kolkata,New York,India,USA
445,Dubai,Colombo,General Cargo,50,Pacific Pearl,9300020,17.5,25.2048,55.2708,Dubai,Colombo,UAE,Sri Lanka
446,Hong Kong,Los Angeles,Liquid Cargo,50,Global Trader,9300020,21.4,22.3193,114.1694,Hong Kong,Los Angeles,Hong Kong,USA
447,Durban,Rotterdam,General Cargo,25,Cargo Express,9300025,13.4,-29.8587,31.0218,Durban,Rotterdam,South Africa,Netherlands
448,Tokyo,Busan,Refrigerated Cargo,30,Golden Wave,9300028,16.9,35.6762,139.6503,Tokyo,Busan,Japan,South Korea
449,Busan,Colombo,Liquid Cargo,30,Golden Wave,9300029,13.8,35.1796,129.0756,Busan,Colombo,South Korea,Sri Lanka
450,Rotterdam,Antwerp,Bulk Cargo,40,Atlantic Spirit,9300016,14.3,51.9244,4.4777,Rotterdam,Antwerp,Netherlands,Belgium
451,New York,Antwerp,Refrigerated Cargo,30,Golden Wave,9300021,22.2,40.7128,-74.006,New York,Antwerp,USA,Belgium
452,Los Angeles,Sydney,Container,100,Atlantic Spirit,9300018,13.5,33.7405,-118.2755,Los Angeles,Sydney,USA,Australia
453,Santos,Valencia,General Cargo,75,Blue Horizon,9300016,20.9,-23.9608,-46.3336,Santos,Valencia,Brazil,Spain
454,Colombo,Rotterdam,Refrigerated Cargo,10,Cargo Express,9300022,22.4,6.9271,79.8612,Colombo,Rotterdam,Sri Lanka,Netherlands
455,Jebel Ali,Kolkata,Refrigerated Cargo,15,Pacific Pearl,9300020,15.1,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
456,Tokyo,Mumbai,Liquid Cargo,50,Cargo Express,9300024,24.9,35.6762,139.6503,Tokyo,Mumbai,Japan,India
457,Tokyo,Santos,Liquid Cargo,40,Neptune Star,9300026,24.0,35.6762,139.6503,Tokyo,Santos,Japan,Brazil
458,Singapore,Tokyo,General Cargo,10,Neptune Star,9300027,19.7,1.3521,103.8198,Singapore,Tokyo,Singapore,Japan
459,Hamburg,Tokyo,Liquid Cargo,5,Blue Horizon,9300022,20.4,53.5511,9.9937,Hamburg,Tokyo,Germany,Japan
460,Tokyo,Busan,Bulk Cargo,10,Maritime Eagle,9300017,13.4,35.6762,139.6503,Tokyo,Busan,Japan,South Korea
461,Hamburg,Valencia,Container,100,Neptune Star,9300020,19.3,53.5511,9.9937,Hamburg,Valencia,Germany,Spain
462,Colombo,Hong Kong,Liquid Cargo,100,Maritime Eagle,9300019,18.0,6.9271,79.8612,Colombo,Hong Kong,Sri Lanka,Hong Kong
463,Kolkata,Tokyo,Refrigerated Cargo,25,Ocean Star,9300014,18.3,22.5726,88.3639,Kolkata,Tokyo,India,Japan
464,Mumbai,Kolkata,Refrigerated Cargo,30,Blue Horizon,9300017,16.5,19.076,72.8777,Mumbai,Kolkata,India,India
465,Rotterdam,Valencia,Refrigerated Cargo,10,Cargo Express,9300023,16.5,51.9244,4.4777,Rotterdam,Valencia,Netherlands,Spain
466,Colombo,Busan,General Cargo,10,Sea Voyager,9300018,15.9,6.9271,79.8612,Colombo,Busan,Sri Lanka,South Korea
467,Busan,Chennai,Liquid Cargo,20,Blue Horizon,9300020,24.1,35.1796,129.0756,Busan,Chennai,South Korea,India
468,Dubai,Santos,Refrigerated Cargo,40,Blue Horizon,9300021,16.3,25.2048,55.2708,Dubai,Santos,UAE,Brazil
469,Hamburg,Sydney,Refrigerated Cargo,40,Blue Horizon,9300022,14.4,53.5511,9.9937,Hamburg,Sydney,Germany,Australia
470,Shanghai,Hamburg,General Cargo,40,Cargo Express,9300018,19.7,31.2304,121.4737,Shanghai,Hamburg,China,Germany
471,Rotterdam,Hamburg,Liquid Cargo,10,Pacific Pearl,9300016,21.8,51.9244,4.4777,Rotterdam,Hamburg,Netherlands,Germany
472,Chennai,Santos,Refrigerated Cargo,20,Blue Horizon,9300015,16.8,13.0827,80.2707,Chennai,Santos,India,Brazil
473,Chennai,New York,Liquid Cargo,30,Cargo Express,9300021,18.9,13.0827,80.2707,Chennai,New York,India,USA
474,Tokyo,Sydney,Refrigerated Cargo,30,Golden Wave,9300024,13.5,35.6762,139.6503,Tokyo,Sydney,Japan,Australia
475,Durban,Dubai,General Cargo,100,Pacific Pearl,9300020,23.9,-29.8587,31.0218,Durban,Dubai,South Africa,UAE
476,Kolkata,Hong Kong,Container,10,Sea Voyager,9300018,15.1,22.5726,88.3639,Kolkata,Hong Kong,India,Hong Kong
477,Hong Kong,Kolkata,Container,100,Neptune Star,9300026,17.1,22.3193,114.1694,Hong Kong,Kolkata,Hong Kong,India
478,Santos,Tokyo,Container,75,Maritime Eagle,9300025,14.4,-23.9608,-46.3336,Santos,Tokyo,Brazil,Japan
479,Valencia,Dubai,Bulk Cargo,15,Cargo Express,9300027,15.8,39.4699,-0.3763,Valencia,Dubai,Spain,UAE
480,Colombo,Singapore,Container,50,Atlantic Spirit,9300016,24.4,6.9271,79.8612,Colombo,Singapore,Sri Lanka,Singapore
481,Rotterdam,Sydney,Refrigerated Cargo,50,Neptune Star,9300020,18.6,51.9244,4.4777,Rotterdam,Sydney,Netherlands,Australia
482,Jebel Ali,Sydney,Liquid Cargo,10,Cargo Express,9300020,18.4,25.0657,55.1713,Jebel Ali,Sydney,UAE,Australia
483,Shanghai,Los Angeles,Liquid Cargo,20,Pacific Pearl,9300018,12.4,31.2304,121.4737,Shanghai,Los Angeles,China,USA
484,New York,Dubai,Liquid Cargo,50,Cargo Express,9300022,19.4,40.7128,-74.006,New York,Dubai,USA,UAE
485,Antwerp,Chennai,Bulk Cargo,75,Golden Wave,9300025,13.5,51.2194,4.4025,Antwerp,Chennai,Belgium,India
486,Valencia,Singapore,General Cargo,40,Cargo Express,9300024,19.1,39.4699,-0.3763,Valencia,Singapore,Spain,Singapore
487,Hamburg,Busan,General Cargo,30,Ocean Star,9300018,17.8,53.5511,9.9937,Hamburg,Busan,Germany,South Korea
488,Colombo,Chennai,Bulk Cargo,100,Global Trader,9300022,14.7,6.9271,79.8612,Colombo,Chennai,Sri Lanka,India
489,Durban,Sydney,Container,20,Blue Horizon,9300022,20.0,-29.8587,31.0218,Durban,Sydney,South Africa,Australia
490,Singapore,Durban,Liquid Cargo,100,Atlantic Spirit,9300016,18.9,1.3521,103.8198,Singapore,Durban,Singapore,South Africa
491,Dubai,Hong Kong,Liquid Cargo,25,Pacific Pearl,9300016,15.8,25.2048,55.2708,Dubai,Hong Kong,UAE,Hong Kong
492,Chennai,Dubai,Container,25,Maritime Eagle,9300019,23.9,13.0827,80.2707,Chennai,Dubai,India,UAE
493,Kolkata,Los Angeles,Refrigerated Cargo,20,Blue Horizon,9300016,21.2,22.5726,88.3639,Kolkata,Los Angeles,India,USA
494,Jebel Ali,Kolkata,Refrigerated Cargo,40,Golden Wave,9300024,20.2,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
495,Colombo,Mumbai,Bulk Cargo,25,Sea Voyager,9300017,17.2,6.9271,79.8612,Colombo,Mumbai,Sri Lanka,India
496,Colombo,Antwerp,Refrigerated Cargo,10,Atlantic Spirit,9300022,19.6,6.9271,79.8612,Colombo,Antwerp,Sri Lanka,Belgium
497,Hong Kong,Mumbai,Container,40,Neptune Star,9300026,17.2,22.3193,114.1694,Hong Kong,Mumbai,Hong Kong,India
498,Jebel Ali,Los Angeles,Liquid Cargo,30,Atlantic Spirit,9300024,22.8,25.0657,55.1713,Jebel Ali,Los Angeles,UAE,USA
499,Santos,Kolkata,General Cargo,30,Golden Wave,9300029,23.1,-23.9608,-46.3336,Santos,Kolkata,Brazil,India
500,Singapore,Kolkata,Refrigerated Cargo,15,Cargo Express,9300018,12.2,1.3521,103.8198,Singapore,Kolkata,Singapore,India
501,Colombo,Shanghai,Bulk Cargo,15,Maritime Eagle,9300018,14.6,6.9271,79.8612,Colombo,Shanghai,Sri Lanka,China
502,Dubai,New York,General Cargo,25,Sea Voyager,9300014,20.5,25.2048,55.2708,Dubai,New York,UAE,USA
503,Hong Kong,Dubai,Container,25,Ocean Star,9300014,17.2,22.3193,114.1694,Hong Kong,Dubai,Hong Kong,UAE
504,Sydney,Mumbai,General Cargo,50,Sea Voyager,9300016,12.0,-33.8688,151.2093,Sydney,Mumbai,Australia,India
505,Kolkata,Durban,General Cargo,50,Global Trader,9300019,18.8,22.5726,88.3639,Kolkata,Durban,India,South Africa
506,Shanghai,Hong Kong,Container,40,Sea Voyager,9300018,24.8,31.2304,121.4737,Shanghai,Hong Kong,China,Hong Kong
507,Jebel Ali,Mumbai,General Cargo,10,Global Trader,9300021,17.0,25.0657,55.1713,Jebel Ali,Mumbai,UAE,India
508,Busan,Tokyo,Container,15,Pacific Pearl,9300023,13.8,35.1796,129.0756,Busan,Tokyo,South Korea,Japan
509,Mumbai,Valencia,Refrigerated Cargo,15,Golden Wave,9300029,12.1,19.076,72.8777,Mumbai,Valencia,India,Spain
510,Hong Kong,Rotterdam,Refrigerated Cargo,100,Blue Horizon,9300013,24.0,22.3193,114.1694,Hong Kong,Rotterdam,Hong Kong,Netherlands
511,Rotterdam,Mumbai,Liquid Cargo,10,Sea Voyager,9300013,13.8,51.9244,4.4777,Rotterdam,Mumbai,Netherlands,India
512,Tokyo,Hong Kong,Container,15,Maritime Eagle,9300019,16.1,35.6762,139.6503,Tokyo,Hong Kong,Japan,Hong Kong
513,Los Angeles,Mumbai,Liquid Cargo,100,Global Trader,9300017,19.2,33.7405,-118.2755,Los Angeles,Mumbai,USA,India
514,New York,Shanghai,Liquid Cargo,100,Pacific Pearl,9300019,14.7,40.7128,-74.006,New York,Shanghai,USA,China
515,Rotterdam,Sydney,Refrigerated Cargo,20,Pacific Pearl,9300020,20.4,51.9244,4.4777,Rotterdam,Sydney,Netherlands,Australia
516,Tokyo,Chennai,General Cargo,100,Global Trader,9300020,18.5,35.6762,139.6503,Tokyo,Chennai,Japan,India
517,Antwerp,Shanghai,Refrigerated Cargo,15,Atlantic Spirit,9300023,24.1,51.2194,4.4025,Antwerp,Shanghai,Belgium,China
518,Santos,Sydney,Refrigerated Cargo,15,Atlantic Spirit,9300024,19.1,-23.9608,-46.3336,Santos,Sydney,Brazil,Australia
519,Mumbai,Shanghai,Container,25,Golden Wave,9300029,12.9,19.076,72.8777,Mumbai,Shanghai,India,China
520,Singapore,Mumbai,Refrigerated Cargo,75,Maritime Eagle,9300017,18.6,1.3521,103.8198,Singapore,Mumbai,Singapore,India
521,Sydney,Tokyo,Liquid Cargo,75,Sea Voyager,9300013,20.3,-33.8688,151.2093,Sydney,Tokyo,Australia,Japan
522,Kolkata,New York,Container,75,Sea Voyager,9300014,16.0,22.5726,88.3639,Kolkata,New York,India,USA
523,Kolkata,Santos,Bulk Cargo,10,Atlantic Spirit,9300019,17.1,22.5726,88.3639,Kolkata,Santos,India,Brazil
524,Sydney,Hamburg,General Cargo,40,Ocean Star,9300015,15.2,-33.8688,151.2093,Sydney,Hamburg,Australia,Germany
525,Colombo,Singapore,General Cargo,15,Pacific Pearl,9300020,20.7,6.9271,79.8612,Colombo,Singapore,Sri Lanka,Singapore
526,Shanghai,Dubai,Liquid Cargo,30,Ocean Star,9300017,14.1,31.2304,121.4737,Shanghai,Dubai,China,UAE
527,Antwerp,Los Angeles,General Cargo,25,Blue Horizon,9300020,16.8,51.2194,4.4025,Antwerp,Los Angeles,Belgium,USA
528,Shanghai,Hong Kong,Bulk Cargo,10,Maritime Eagle,9300025,15.5,31.2304,121.4737,Shanghai,Hong Kong,China,Hong Kong
529,Santos,Mumbai,General Cargo,30,Cargo Express,9300027,17.9,-23.9608,-46.3336,Santos,Mumbai,Brazil,India
530,Jebel Ali,Durban,General Cargo,25,Blue Horizon,9300013,16.8,25.0657,55.1713,Jebel Ali,Durban,UAE,South Africa
531,Santos,Chennai,General Cargo,5,Global Trader,9300015,21.6,-23.9608,-46.3336,Santos,Chennai,Brazil,India
532,Shanghai,Los Angeles,Container,40,Ocean Star,9300013,18.1,31.2304,121.4737,Shanghai,Los Angeles,China,USA
533,Dubai,Singapore,Container,40,Neptune Star,9300022,22.4,25.2048,55.2708,Dubai,Singapore,UAE,Singapore
534,Busan,Hamburg,Bulk Cargo,30,Maritime Eagle,9300021,23.9,35.1796,129.0756,Busan,Hamburg,South Korea,Germany
535,Mumbai,Durban,Container,5,Atlantic Spirit,9300021,13.6,19.076,72.8777,Mumbai,Durban,India,South Africa
536,Hamburg,Valencia,Refrigerated Cargo,10,Ocean Star,9300017,24.4,53.5511,9.9937,Hamburg,Valencia,Germany,Spain
537,New York,Busan,General Cargo,50,Atlantic Spirit,9300023,13.1,40.7128,-74.006,New York,Busan,USA,South Korea
538,Hong Kong,Rotterdam,Liquid Cargo,25,Pacific Pearl,9300023,19.3,22.3193,114.1694,Hong Kong,Rotterdam,Hong Kong,Netherlands
539,Hamburg,Jebel Ali,Container,50,Atlantic Spirit,9300025,19.7,53.5511,9.9937,Hamburg,Jebel Ali,Germany,UAE
540,Valencia,Hamburg,General Cargo,40,Blue Horizon,9300013,12.1,39.4699,-0.3763,Valencia,Hamburg,Spain,Germany
541,Hamburg,Santos,Bulk Cargo,5,Atlantic Spirit,9300017,20.3,53.5511,9.9937,Hamburg,Santos,Germany,Brazil
542,Shanghai,Sydney,Container,75,Pacific Pearl,9300017,13.4,31.2304,121.4737,Shanghai,Sydney,China,Australia
543,Sydney,Antwerp,Bulk Cargo,15,Ocean Star,9300014,24.6,-33.8688,151.2093,Sydney,Antwerp,Australia,Belgium
544,Mumbai,Singapore,Refrigerated Cargo,75,Global Trader,9300018,23.7,19.076,72.8777,Mumbai,Singapore,India,Singapore
545,Hong Kong,Jebel Ali,Container,75,Sea Voyager,9300017,19.6,22.3193,114.1694,Hong Kong,Jebel Ali,Hong Kong,UAE
546,Tokyo,Mumbai,Container,40,Golden Wave,9300026,19.4,35.6762,139.6503,Tokyo,Mumbai,Japan,India
547,Hamburg,Busan,Bulk Cargo,40,Pacific Pearl,9300022,23.1,53.5511,9.9937,Hamburg,Busan,Germany,South Korea
548,Busan,Jebel Ali,Container,20,Pacific Pearl,9300023,15.0,35.1796,129.0756,Busan,Jebel Ali,South Korea,UAE
549,Santos,Chennai,Refrigerated Cargo,50,Blue Horizon,9300022,13.4,-23.9608,-46.3336,Santos,Chennai,Brazil,India
550,Busan,Colombo,Refrigerated Cargo,20,Sea Voyager,9300012,19.0,35.1796,129.0756,Busan,Colombo,South Korea,Sri Lanka
551,New York,Jebel Ali,Container,10,Pacific Pearl,9300016,23.1,40.7128,-74.006,New York,Jebel Ali,USA,UAE
552,New York,Singapore,Container,30,Global Trader,9300016,22.9,40.7128,-74.006,New York,Singapore,USA,Singapore
553,Mumbai,Los Angeles,Bulk Cargo,5,Atlantic Spirit,9300019,17.2,19.076,72.8777,Mumbai,Los Angeles,India,USA
554,Los Angeles,Dubai,Liquid Cargo,50,Ocean Star,9300015,24.4,33.7405,-118.2755,Los Angeles,Dubai,USA,UAE
555,Valencia,Hamburg,General Cargo,15,Sea Voyager,9300017,18.0,39.4699,-0.3763,Valencia,Hamburg,Spain,Germany
556,Shanghai,Mumbai,Bulk Cargo,40,Global Trader,9300020,13.7,31.2304,121.4737,Shanghai,Mumbai,China,India
557,Mumbai,Durban,General Cargo,10,Golden Wave,9300027,15.4,19.076,72.8777,Mumbai,Durban,India,South Africa
558,Mumbai,Hamburg,Bulk Cargo,10,Cargo Express,9300026,22.5,19.076,72.8777,Mumbai,Hamburg,India,Germany
559,Chennai,Singapore,Refrigerated Cargo,100,Cargo Express,9300027,12.7,13.0827,80.2707,Chennai,Singapore,India,Singapore
560,Tokyo,Antwerp,Container,40,Ocean Star,9300011,17.0,35.6762,139.6503,Tokyo,Antwerp,Japan,Belgium
561,Hong Kong,Rotterdam,Container,50,Blue Horizon,9300014,15.6,22.3193,114.1694,Hong Kong,Rotterdam,Hong Kong,Netherlands
562,Singapore,Los Angeles,Refrigerated Cargo,75,Pacific Pearl,9300017,18.5,1.3521,103.8198,Singapore,Los Angeles,Singapore,USA
563,Singapore,Chennai,Container,40,Pacific Pearl,9300018,17.0,1.3521,103.8198,Singapore,Chennai,Singapore,India
564,Antwerp,Hamburg,Bulk Cargo,40,Neptune Star,9300023,22.3,51.2194,4.4025,Antwerp,Hamburg,Belgium,Germany
565,Jebel Ali,Santos,Liquid Cargo,100,Cargo Express,9300023,16.5,25.0657,55.1713,Jebel Ali,Santos,UAE,Brazil
566,Busan,Sydney,Liquid Cargo,30,Pacific Pearl,9300021,14.3,35.1796,129.0756,Busan,Sydney,South Korea,Australia
567,Hamburg,Shanghai,Liquid Cargo,50,Pacific Pearl,9300022,12.8,53.5511,9.9937,Hamburg,Shanghai,Germany,China
568,Hong Kong,Durban,Container,10,Global Trader,9300022,24.7,22.3193,114.1694,Hong Kong,Durban,Hong Kong,South Africa
569,Hamburg,New York,Container,5,Neptune Star,9300028,22.6,53.5511,9.9937,Hamburg,New York,Germany,USA
570,Santos,Tokyo,Container,15,Atlantic Spirit,9300016,24.2,-23.9608,-46.3336,Santos,Tokyo,Brazil,Japan
571,Hamburg,Durban,Liquid Cargo,30,Atlantic Spirit,9300017,22.5,53.5511,9.9937,Hamburg,Durban,Germany,South Africa
572,Shanghai,Tokyo,Container,100,Golden Wave,9300022,19.3,31.2304,121.4737,Shanghai,Tokyo,China,Japan
573,Jebel Ali,Santos,General Cargo,5,Pacific Pearl,9300018,14.3,25.0657,55.1713,Jebel Ali,Santos,UAE,Brazil
574,Singapore,Los Angeles,Refrigerated Cargo,75,Golden Wave,9300024,14.8,1.3521,103.8198,Singapore,Los Angeles,Singapore,USA
575,Shanghai,Hong Kong,Bulk Cargo,15,Golden Wave,9300025,14.6,31.2304,121.4737,Shanghai,Hong Kong,China,Hong Kong
576,Dubai,Hong Kong,Container,100,Ocean Star,9300017,12.3,25.2048,55.2708,Dubai,Hong Kong,UAE,Hong Kong
577,Chennai,Valencia,Refrigerated Cargo,30,Atlantic Spirit,9300023,24.5,13.0827,80.2707,Chennai,Valencia,India,Spain
578,Santos,Chennai,Container,15,Atlantic Spirit,9300024,15.9,-23.9608,-46.3336,Santos,Chennai,Brazil,India
579,Sydney,Antwerp,Liquid Cargo,75,Atlantic Spirit,9300025,14.3,-33.8688,151.2093,Sydney,Antwerp,Australia,Belgium
580,Hong Kong,Hamburg,Bulk Cargo,40,Golden Wave,9300020,22.6,22.3193,114.1694,Hong Kong,Hamburg,Hong Kong,Germany
581,New York,Kolkata,Refrigerated Cargo,100,Blue Horizon,9300014,21.5,40.7128,-74.006,New York,Kolkata,USA,India
582,Santos,Singapore,Container,100,Blue Horizon,9300015,19.8,-23.9608,-46.3336,Santos,Singapore,Brazil,Singapore
583,Santos,Chennai,Container,10,Cargo Express,9300021,13.8,-23.9608,-46.3336,Santos,Chennai,Brazil,India
584,Hong Kong,Busan,Bulk Cargo,10,Blue Horizon,9300017,20.3,22.3193,114.1694,Hong Kong,Busan,Hong Kong,South Korea
585,Colombo,Shanghai,Bulk Cargo,10,Pacific Pearl,9300020,14.7,6.9271,79.8612,Colombo,Shanghai,Sri Lanka,China
586,Los Angeles,Chennai,Refrigerated Cargo,50,Ocean Star,9300017,12.6,33.7405,-118.2755,Los Angeles,Chennai,USA,India
587,Dubai,Colombo,Liquid Cargo,30,Cargo Express,9300025,23.5,25.2048,55.2708,Dubai,Colombo,UAE,Sri Lanka
588,Tokyo,Chennai,Container,100,Cargo Express,9300026,22.3,35.6762,139.6503,Tokyo,Chennai,Japan,India
589,Dubai,Jebel Ali,Bulk Cargo,5,Sea Voyager,9300021,22.4,25.2048,55.2708,Dubai,Jebel Ali,UAE,UAE
590,Shanghai,Hong Kong,Bulk Cargo,10,Pacific Pearl,9300015,24.4,31.2304,121.4737,Shanghai,Hong Kong,China,Hong Kong
591,Dubai,Sydney,General Cargo,75,Blue Horizon,9300014,21.5,25.2048,55.2708,Dubai,Sydney,UAE,Australia
592,Busan,Antwerp,Liquid Cargo,15,Ocean Star,9300013,17.6,35.1796,129.0756,Busan,Antwerp,South Korea,Belgium
593,Sydney,Dubai,Container,20,Ocean Star,9300014,13.3,-33.8688,151.2093,Sydney,Dubai,Australia,UAE
594,Sydney,Santos,Bulk Cargo,25,Neptune Star,9300023,15.4,-33.8688,151.2093,Sydney,Santos,Australia,Brazil
595,Hamburg,Chennai,Refrigerated Cargo,75,Ocean Star,9300016,17.1,53.5511,9.9937,Hamburg,Chennai,Germany,India
596,Kolkata,Singapore,Bulk Cargo,10,Atlantic Spirit,9300022,12.0,22.5726,88.3639,Kolkata,Singapore,India,Singapore
597,Durban,Jebel Ali,Container,20,Global Trader,9300021,13.3,-29.8587,31.0218,Durban,Jebel Ali,South Africa,UAE
598,New York,Mumbai,Refrigerated Cargo,25,Cargo Express,9300026,23.0,40.7128,-74.006,New York,Mumbai,USA,India
599,Jebel Ali,Antwerp,Refrigerated Cargo,75,Pacific Pearl,9300024,13.2,25.0657,55.1713,Jebel Ali,Antwerp,UAE,Belgium
600,Dubai,Tokyo,General Cargo,50,Maritime Eagle,9300017,16.8,25.2048,55.2708,Dubai,Tokyo,UAE,Japan
601,Los Angeles,Jebel Ali,Liquid Cargo,25,Cargo Express,9300019,15.4,33.7405,-118.2755,Los Angeles,Jebel Ali,USA,UAE
602,Singapore,Dubai,Liquid Cargo,30,Sea Voyager,9300014,13.1,1.3521,103.8198,Singapore,Dubai,Singapore,UAE
603,Sydney,Durban,Liquid Cargo,40,Global Trader,9300017,19.2,-33.8688,151.2093,Sydney,Durban,Australia,South Africa
604,Sydney,Santos,Refrigerated Cargo,20,Cargo Express,9300022,19.4,-33.8688,151.2093,Sydney,Santos,Australia,Brazil
605,New York,Mumbai,Liquid Cargo,5,Maritime Eagle,9300022,23.7,40.7128,-74.006,New York,Mumbai,USA,India
606,Santos,Antwerp,Container,100,Golden Wave,9300026,20.8,-23.9608,-46.3336,Santos,Antwerp,Brazil,Belgium
607,Chennai,Jebel Ali,Container,15,Blue Horizon,9300020,24.3,13.0827,80.2707,Chennai,Jebel Ali,India,UAE
608,Rotterdam,Kolkata,Container,40,Ocean Star,9300019,17.5,51.9244,4.4777,Rotterdam,Kolkata,Netherlands,India
609,Kolkata,New York,General Cargo,10,Atlantic Spirit,9300025,23.8,22.5726,88.3639,Kolkata,New York,India,USA
610,Tokyo,Santos,Liquid Cargo,25,Maritime Eagle,9300017,19.2,35.6762,139.6503,Tokyo,Santos,Japan,Brazil
611,Colombo,Shanghai,General Cargo,40,Golden Wave,9300021,19.6,6.9271,79.8612,Colombo,Shanghai,Sri Lanka,China
612,Sydney,Kolkata,General Cargo,100,Blue Horizon,9300015,19.4,-33.8688,151.2093,Sydney,Kolkata,Australia,India
613,Chennai,Durban,Bulk Cargo,75,Sea Voyager,9300015,22.2,13.0827,80.2707,Chennai,Durban,India,South Africa
614,Sydney,Los Angeles,Liquid Cargo,100,Maritime Eagle,9300021,20.5,-33.8688,151.2093,Sydney,Los Angeles,Australia,USA
